livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingType,vaccinationProgram,vetServiceFrequency,medicationIntensity,feedPrice,laborCost,electricityCost,totalCostEstimation
cattle,beef,semi-intensive,111,17,North-Central,basic,minimal,weekly,low,49086,21711,13087,188470
cattle,dairy,semi-intensive,235,26,South-East,basic,minimal,weekly,low,38901,46616,21547,263465
cattle,dairy,semi-intensive,362,19,South-West,standard,minimal,weekly,low,25551,59566,14663,306331
poultry,layer,deep litter,179,56,South-West,premium,minimal,quarterly,high,21408,36008,26894,195218
cattle,beef,extensive,58,35,North-West,standard,minimal,weekly,high,32570,41997,7347,143484
cattle,dairy,extensive,250,35,South-West,basic,standard,monthly,low,21078,89134,7606,263896
poultry,broiler,battery cage,247,35,South-West,standard,standard,weekly,medium,37061,48133,29519,275274
poultry,layer,deep litter,281,48,South-East,standard,minimal,monthly,high,32611,52428,26403,284553
cattle,dairy,semi-intensive,193,35,North-Central,premium,intensive,quarterly,high,43516,79734,12852,276118
cattle,dairy,intensive,292,20,South-West,basic,standard,monthly,low,44704,68517,16991,320916
poultry,layer,intensive,63,80,South-West,premium,standard,weekly,medium,33140,86404,6543,190727
cattle,beef,intensive,104,23,South-East,premium,minimal,monthly,low,37808,20468,10544,158628
cattle,dairy,intensive,308,31,South-West,basic,minimal,weekly,high,33011,39509,29250,288781
poultry,broiler,intensive,402,9,North-West,premium,standard,weekly,medium,17873,54578,14989,306313
cattle,beef,intensive,262,25,North-West,standard,standard,monthly,high,22092,45800,28876,249860
poultry,layer,deep litter,331,58,South-West,basic,intensive,monthly,medium,37022,49553,28355,317452
cattle,beef,semi-intensive,223,33,South-East,standard,minimal,monthly,low,35899,66079,18909,268286
poultry,broiler,battery cage,170,51,South-West,standard,standard,weekly,low,25842,54634,25262,216580
cattle,beef,extensive,11,30,South-West,standard,intensive,weekly,medium,33245,34748,28457,135195
poultry,broiler,deep litter,389,75,South-West,standard,minimal,monthly,medium,34520,20252,22807,306599
poultry,broiler,battery cage,104,54,North-Central,standard,intensive,monthly,medium,30151,86664,10340,209306
cattle,beef,semi-intensive,12,31,North-Central,standard,intensive,quarterly,medium,48688,81716,21461,206553
cattle,dairy,intensive,12,21,South-East,standard,intensive,weekly,medium,17254,92699,13019,146226
poultry,broiler,intensive,360,36,North-Central,basic,intensive,quarterly,low,42614,58760,19175,343163
cattle,dairy,intensive,447,15,North-West,premium,intensive,monthly,medium,34276,88924,16544,397520
poultry,layer,deep litter,193,66,South-East,standard,standard,monthly,medium,15306,41269,16710,185091
cattle,beef,intensive,28,21,North-Central,premium,minimal,monthly,low,30265,30731,5530,110791
cattle,beef,semi-intensive,296,31,South-East,standard,minimal,monthly,medium,38103,82801,10138,317145
cattle,beef,semi-intensive,45,35,South-East,standard,standard,weekly,high,31052,48813,26063,159480
poultry,broiler,deep litter,59,21,South-West,standard,standard,quarterly,low,27917,87220,6887,179441
cattle,beef,semi-intensive,39,28,South-East,basic,standard,weekly,medium,23900,24597,17665,109562
cattle,beef,extensive,442,15,North-Central,basic,intensive,quarterly,low,39284,45076,28124,372768
poultry,broiler,intensive,390,66,North-Central,standard,minimal,monthly,low,42341,70274,29723,379679
cattle,beef,intensive,162,19,South-East,basic,standard,quarterly,low,38837,97420,6401,262495
cattle,beef,intensive,426,12,North-Central,premium,minimal,weekly,low,17394,53149,5039,305976
cattle,beef,intensive,133,24,North-West,premium,standard,monthly,medium,43129,42832,12699,208289
poultry,broiler,battery cage,35,12,North-Central,basic,standard,weekly,high,45839,61797,10094,181069
cattle,dairy,semi-intensive,31,30,North-West,premium,minimal,monthly,low,18772,51586,27014,131644
cattle,beef,intensive,145,23,South-East,standard,standard,monthly,low,29531,56971,28245,216778
cattle,beef,intensive,76,15,South-West,premium,minimal,weekly,low,18664,37495,19395,132218
cattle,beef,semi-intensive,78,30,South-West,premium,minimal,monthly,medium,45926,28319,15663,174834
cattle,dairy,extensive,192,25,North-Central,basic,standard,weekly,high,21789,73979,14591,228148
cattle,beef,extensive,483,28,North-Central,basic,intensive,monthly,low,30064,64501,17870,383999
cattle,beef,extensive,406,30,South-West,standard,minimal,monthly,high,32895,94608,19006,382404
cattle,dairy,extensive,372,24,South-West,premium,standard,monthly,medium,38870,26643,7091,297474
poultry,broiler,battery cage,435,9,North-West,basic,minimal,quarterly,medium,39616,49065,25502,371299
poultry,broiler,intensive,263,27,North-West,premium,standard,monthly,medium,19129,64612,11196,245566
cattle,dairy,intensive,369,32,North-West,standard,intensive,weekly,medium,49901,89032,18749,392083
cattle,dairy,intensive,393,20,South-East,standard,intensive,monthly,medium,30226,55308,22194,334454
poultry,broiler,intensive,39,57,South-West,premium,intensive,quarterly,low,17221,89993,26509,170444
poultry,broiler,intensive,79,41,North-West,basic,intensive,quarterly,medium,40047,66428,16121,202143
cattle,dairy,semi-intensive,428,28,North-Central,standard,standard,monthly,medium,25579,13660,12194,291012
poultry,broiler,battery cage,126,14,South-West,basic,intensive,quarterly,high,34597,28237,16162,176593
cattle,beef,extensive,473,18,South-West,standard,intensive,quarterly,high,42158,69501,9172,399489
poultry,broiler,deep litter,263,12,South-East,standard,minimal,weekly,low,27971,52213,19859,259514
cattle,beef,extensive,349,22,North-Central,standard,standard,quarterly,medium,21708,19814,14363,252093
poultry,layer,intensive,265,43,South-West,premium,minimal,quarterly,medium,31975,84803,7264,288517
poultry,layer,deep litter,225,26,South-West,premium,minimal,weekly,medium,46565,94530,7947,308107
poultry,broiler,battery cage,361,72,North-West,standard,minimal,quarterly,medium,18512,10329,12694,240547
cattle,beef,semi-intensive,149,32,North-West,basic,standard,quarterly,high,19672,58118,8813,180775
poultry,layer,intensive,120,71,South-East,premium,minimal,monthly,high,38590,85275,5079,227534
cattle,beef,extensive,388,33,South-East,standard,intensive,quarterly,high,44120,51715,17603,351558
poultry,layer,battery cage,256,44,South-West,standard,minimal,monthly,high,47045,16386,5438,243914
poultry,broiler,deep litter,93,21,North-West,basic,minimal,quarterly,high,22080,97181,18075,205916
poultry,broiler,battery cage,426,34,South-West,standard,minimal,monthly,medium,48735,73968,12792,397230
poultry,layer,intensive,203,28,South-East,premium,standard,weekly,medium,23346,16156,28781,193129
poultry,broiler,deep litter,59,79,North-West,premium,minimal,quarterly,high,36438,69985,15949,188310
cattle,dairy,extensive,433,27,South-West,standard,intensive,weekly,low,24635,80066,24418,370254
cattle,dairy,semi-intensive,154,28,South-West,premium,standard,quarterly,medium,41878,23011,16368,200135
cattle,beef,intensive,379,29,South-East,basic,minimal,monthly,low,42794,41316,9775,326179
cattle,dairy,extensive,279,23,South-East,standard,minimal,weekly,low,15808,26129,18105,215350
cattle,beef,extensive,348,30,North-Central,standard,standard,quarterly,low,20806,63174,18054,296840
poultry,layer,deep litter,394,28,South-East,basic,standard,weekly,low,25608,86525,22161,356902
cattle,beef,intensive,32,12,South-East,standard,minimal,weekly,medium,49173,57326,24286,195958
cattle,dairy,extensive,160,16,North-West,basic,minimal,monthly,low,21490,33794,10239,167013
cattle,beef,semi-intensive,184,32,North-Central,standard,minimal,monthly,low,24407,59130,6722,206666
cattle,dairy,extensive,146,13,North-Central,standard,minimal,monthly,high,28268,87224,6639,223399
poultry,broiler,battery cage,228,20,North-Central,standard,minimal,monthly,medium,27760,53811,6519,229850
cattle,beef,semi-intensive,61,36,South-East,premium,standard,weekly,medium,46701,76636,17627,218165
cattle,beef,extensive,207,34,South-West,basic,standard,weekly,high,18163,30749,16101,186676
cattle,dairy,intensive,107,28,North-Central,premium,intensive,quarterly,low,36204,69959,25167,221034
cattle,beef,extensive,96,23,North-West,basic,minimal,weekly,medium,41574,91141,22246,244535
poultry,broiler,intensive,365,54,South-West,basic,standard,monthly,low,43903,99730,20554,390590
cattle,dairy,semi-intensive,364,19,South-West,premium,minimal,monthly,low,21982,11906,25463,263333
cattle,dairy,intensive,51,25,North-Central,standard,minimal,quarterly,medium,24224,38588,13207,125743
cattle,dairy,intensive,316,22,South-East,standard,minimal,weekly,low,23346,59210,22968,286870
poultry,layer,battery cage,224,15,North-West,standard,minimal,monthly,low,27598,35496,5512,208204
cattle,beef,semi-intensive,196,12,North-Central,premium,standard,weekly,low,43876,66913,27557,280222
poultry,layer,battery cage,308,56,South-East,standard,minimal,monthly,medium,22085,88850,16367,303387
cattle,dairy,semi-intensive,163,25,South-West,basic,intensive,monthly,medium,41102,90517,17494,271715
poultry,layer,intensive,174,13,North-West,premium,standard,quarterly,medium,35721,48039,6276,212757
cattle,dairy,semi-intensive,158,25,South-West,basic,minimal,quarterly,low,27181,61597,7619,202578
cattle,beef,semi-intensive,471,12,South-East,standard,standard,quarterly,low,38868,10653,27114,351003
cattle,beef,semi-intensive,173,31,South-East,premium,intensive,monthly,medium,28094,37790,6322,186800
poultry,layer,battery cage,166,49,South-West,premium,intensive,monthly,low,23885,17735,29583,178088
cattle,beef,semi-intensive,321,26,North-Central,basic,minimal,quarterly,medium,21343,61603,23919,288708
cattle,dairy,extensive,140,19,North-West,standard,standard,monthly,high,24351,30330,20297,169329
poultry,broiler,battery cage,409,77,North-Central,premium,standard,quarterly,medium,23092,93559,17958,362201
poultry,broiler,deep litter,49,65,North-West,basic,standard,weekly,high,23607,79359,25934,177007
poultry,layer,intensive,225,15,North-Central,premium,minimal,weekly,medium,44334,38968,17002,257138
poultry,layer,battery cage,218,72,South-East,standard,intensive,weekly,medium,44799,22616,14491,235705
poultry,broiler,deep litter,97,37,South-West,premium,minimal,weekly,high,20421,41098,19516,149956
cattle,dairy,extensive,284,15,North-West,basic,standard,quarterly,low,34765,20029,27582,259141
cattle,beef,extensive,34,18,South-West,premium,intensive,weekly,high,41933,77099,27975,205940
poultry,layer,intensive,262,60,North-Central,standard,intensive,quarterly,medium,40631,37706,8387,258355
poultry,broiler,deep litter,228,50,South-East,standard,minimal,monthly,low,49829,84601,11952,310211
cattle,dairy,intensive,247,21,South-West,standard,intensive,quarterly,low,45329,93359,29626,337143
poultry,broiler,intensive,145,32,South-East,basic,intensive,quarterly,low,25487,64891,22942,211307
cattle,dairy,extensive,59,27,South-East,standard,standard,quarterly,medium,39789,49998,19890,178966
poultry,broiler,deep litter,112,17,North-West,basic,minimal,monthly,low,22873,41128,18934,161808
cattle,beef,semi-intensive,457,13,North-West,standard,minimal,weekly,high,21157,89782,7308,367904
cattle,beef,intensive,208,35,North-West,premium,minimal,monthly,low,15702,82449,23022,240875
cattle,beef,semi-intensive,302,28,South-East,standard,minimal,quarterly,high,45242,50917,14509,306910
cattle,beef,intensive,287,30,South-West,standard,minimal,quarterly,high,43585,40451,16705,287826
poultry,broiler,deep litter,95,72,North-West,standard,standard,quarterly,high,24230,86256,9057,191273
poultry,broiler,deep litter,421,45,South-West,premium,standard,quarterly,medium,25424,78421,6923,346692
poultry,layer,battery cage,308,52,North-Central,basic,standard,quarterly,high,17548,70279,12744,272119
cattle,dairy,intensive,98,18,South-West,premium,intensive,weekly,low,35805,78208,14526,213344
poultry,broiler,battery cage,23,66,South-East,premium,minimal,weekly,low,15146,45416,26535,113743
poultry,layer,deep litter,466,73,North-Central,premium,intensive,quarterly,high,34269,56765,11494,369797
poultry,broiler,battery cage,167,6,North-Central,basic,minimal,quarterly,high,17696,20538,24013,163443
poultry,broiler,deep litter,223,69,South-West,basic,minimal,weekly,medium,29605,44589,6460,221759
poultry,layer,battery cage,314,16,North-Central,basic,intensive,quarterly,low,29914,28140,16201,261169
poultry,broiler,deep litter,185,65,North-West,basic,standard,quarterly,medium,20112,48506,17448,198678
poultry,broiler,deep litter,71,60,North-Central,premium,minimal,weekly,low,34205,46515,11432,161857
poultry,broiler,battery cage,219,27,North-West,basic,minimal,monthly,low,36702,76737,21193,280834
poultry,broiler,deep litter,314,24,North-West,standard,standard,quarterly,high,21645,47096,27010,274396
poultry,layer,battery cage,108,14,North-Central,premium,minimal,weekly,high,48679,26218,10315,187891
poultry,broiler,battery cage,122,42,North-West,standard,intensive,weekly,medium,18421,93554,25042,216438
cattle,dairy,intensive,11,29,South-West,basic,intensive,monthly,medium,31490,85729,26635,180844
cattle,beef,intensive,209,33,North-West,premium,standard,quarterly,low,45866,12154,27853,236239
poultry,layer,intensive,134,6,North-Central,premium,intensive,quarterly,low,39499,41945,8354,196297
poultry,broiler,deep litter,17,55,North-Central,premium,intensive,monthly,high,49832,46658,19594,174416
poultry,broiler,battery cage,25,76,South-West,basic,standard,quarterly,medium,25177,19812,9225,91891
poultry,broiler,deep litter,281,29,South-East,premium,standard,quarterly,low,36428,74454,13989,301799
poultry,layer,battery cage,128,49,South-East,standard,minimal,weekly,low,48978,36403,15174,213533
cattle,beef,intensive,257,15,North-Central,basic,intensive,weekly,medium,32058,16019,22418,231053
cattle,beef,semi-intensive,390,25,South-West,standard,minimal,quarterly,low,28497,18271,18551,288816
poultry,broiler,intensive,463,27,South-West,basic,minimal,monthly,high,47002,39344,12390,377238
poultry,broiler,battery cage,133,10,South-East,premium,standard,monthly,low,31148,70921,28174,227891
cattle,dairy,intensive,32,12,North-Central,standard,standard,weekly,high,35282,32537,8831,127932
cattle,dairy,intensive,334,14,North-Central,standard,intensive,weekly,low,24326,20552,10121,246325
cattle,dairy,semi-intensive,216,22,South-West,basic,minimal,quarterly,medium,21190,73975,17925,242280
poultry,layer,intensive,111,26,South-West,standard,intensive,quarterly,low,34591,11679,19564,155925
poultry,broiler,deep litter,409,26,North-Central,premium,minimal,weekly,low,18365,45328,24236,310794
poultry,layer,battery cage,197,30,North-Central,premium,standard,quarterly,low,28061,95825,21063,271510
cattle,dairy,intensive,190,24,North-West,premium,minimal,monthly,low,19672,71388,17931,223663
poultry,broiler,deep litter,97,66,North-Central,basic,standard,monthly,medium,19655,19521,12280,119611
poultry,broiler,intensive,415,8,North-West,standard,intensive,weekly,high,47188,23332,15066,340274
cattle,beef,extensive,459,28,South-East,standard,standard,monthly,high,38946,98982,19028,425402
poultry,broiler,deep litter,63,62,North-West,standard,standard,weekly,medium,47001,98590,14449,238541
cattle,dairy,semi-intensive,365,33,South-East,standard,intensive,quarterly,low,34425,59644,25297,336291
