year,month,livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingStatus,housingType,capacity,equipmentCount,feedPrice,laborCost,electricityCost,mortalityRate,vaccinationProgram,vaccinesUsed,vetServiceFrequency,medicationIntensity,diseaseRiskLevel,parasiteControl,sellingPricePerKg,eggPricePerEgg,milkPricePerLiter,totalCostEstimation,projectedRevenue,projectedProfit,roi
2022,12,poultry,broiler,deep litter,1173,12,Enugu,existing,existing,1276,3,1314308,59068,7059,2.5,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,low,none,1083,35,0,1844005,2724920,880915,47.77
2022,9,poultry,broiler,deep litter,1437,6,Enugu,existing,existing,1797,3,1148551,11529,18944,4.9,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,high,none,1286,62,0,1785151,3866348,2081197,116.58
2022,9,poultry,layer,extensive,157,11,Enugu,existing,existing,176,0,171460,64208,11867,9.5,minimal,LaSota (Newcastle),monthly,high,medium,none,1309,35,0,294070,273514,-20556,-6.99
2022,1,poultry,layer,deep litter,501,3,Enugu,existing,existing,641,1,479282,57540,10642,1.5,standard,LaSota + Gumboro (IBD),weekly,high,high,none,1707,59,0,768305,436734,-331571,-43.16
2022,7,cattle,beef,extensive,46,11,Enugu,existing,existing,49,3,829534,58375,14482,4.1,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,low,low,none,2455,0,0,959376,27074968,26115592,2722.14
2022,10,cattle,beef,extensive,81,21,Enugu,existing,existing,88,4,7204241,117971,15752,4.9,standard,CBPP + FMD (Foot & Mouth),weekly,low,low,occasional,1492,0,0,7403833,28732563,21328730,288.08
2022,11,poultry,broiler,semi-intensive,409,12,FCT Abuja,need-to-build,steel-structure,470,3,283596,63223,13616,1.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,low,none,1588,64,0,1167065,1404591,237527,20.35
2022,12,poultry,broiler,deep litter,682,5,FCT Abuja,need-to-build,wooden,730,4,516396,38875,7799,1.9,minimal,LaSota (Newcastle),weekly,low,high,none,1450,60,0,1190237,2134244,944007,79.31
2022,12,poultry,layer,semi-intensive,700,12,FCT Abuja,existing,existing,771,4,633306,57369,20723,9.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,low,none,1299,64,0,982718,2427264,1444546,146.99
2022,4,poultry,layer,battery cage,1295,8,FCT Abuja,need-to-build,wooden,1659,3,930297,38458,25508,7.9,minimal,LaSota (Newcastle),quarterly,low,high,none,1117,76,0,1998147,3625793,1627646,81.46
2022,3,cattle,beef,intensive,69,8,FCT Abuja,need-to-build,steel-structure,74,3,5058969,63751,12740,2.2,minimal,CBPP vaccine only,weekly,high,high,none,1756,0,0,9111461,29624598,20513137,225.14
2022,8,cattle,beef,extensive,53,11,FCT Abuja,need-to-build,block-concrete,53,3,3940598,149926,38402,3.3,basic,CBPP vaccine only,monthly,medium,low,occasional,2687,0,0,6773107,34427859,27654753,408.3
2022,7,poultry,broiler,battery cage,1182,4,Gombe,need-to-build,block-concrete,1251,3,868197,37497,12644,4.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,high,none,1406,63,0,2428414,3495291,1066877,43.93
2022,4,poultry,broiler,semi-intensive,1056,8,Gombe,need-to-build,block-concrete,1095,2,787802,59545,4152,5.2,minimal,LaSota (Newcastle),weekly,high,high,none,1972,76,0,2148436,4343120,2194684,102.15
2022,10,poultry,layer,semi-intensive,1093,9,Gombe,need-to-build,steel-structure,1299,0,1131997,46491,7700,8.2,basic,LaSota (Newcastle),weekly,medium,medium,none,1099,67,0,2918986,3025173,106186,3.64
2022,11,poultry,layer,battery cage,585,11,Gombe,need-to-build,steel-structure,698,1,517036,57693,20122,3.8,minimal,LaSota (Newcastle),quarterly,high,high,none,1077,66,0,1530289,2042855,512566,33.49
2022,7,cattle,beef,intensive,59,11,Gombe,need-to-build,block-concrete,72,2,3044401,150522,25594,3.3,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,high,low,regular,2585,0,0,5861324,36870501,31009177,529.05
2022,12,cattle,beef,intensive,39,12,Gombe,not-required,existing,48,3,604037,44842,22281,4.3,minimal,CBPP vaccine only,weekly,high,high,occasional,1496,0,0,695346,13958802,13263456,1907.46
2022,7,poultry,broiler,extensive,399,4,Imo,need-to-build,wooden,406,1,311545,65366,13658,3.2,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,high,none,1900,39,0,736263,1614450,878187,119.28
2022,3,poultry,broiler,deep litter,1828,12,Imo,existing,existing,2196,0,1617691,25801,11101,4.2,basic,LaSota (Newcastle),monthly,medium,medium,none,1665,52,0,2022752,6414734,4391981,217.13
2022,2,poultry,layer,deep litter,248,5,Imo,existing,existing,279,3,299839,54344,25001,7.6,minimal,LaSota (Newcastle),weekly,medium,low,none,1550,46,0,470597,263525,-207072,-44.0
2022,6,poultry,layer,extensive,825,11,Imo,existing,existing,1053,2,918172,9682,23550,10.6,standard,LaSota + Gumboro (IBD),monthly,low,medium,none,1476,68,0,1158314,2758437,1600123,138.14
2022,1,cattle,beef,extensive,62,21,Imo,not-required,existing,73,3,1075313,129486,43283,4.1,minimal,CBPP vaccine only,quarterly,medium,high,none,1881,0,0,1273762,27960124,26686362,2095.08
2022,1,cattle,beef,extensive,56,8,Imo,need-to-build,block-concrete,59,3,4696613,174150,34998,5.9,standard,CBPP + FMD (Foot & Mouth),quarterly,medium,low,regular,1833,0,0,7714508,24147942,16433434,213.02
2022,3,poultry,broiler,semi-intensive,1754,12,Jigawa,need-to-build,wooden,2122,3,1451702,36384,7721,11.5,minimal,LaSota (Newcastle),weekly,medium,low,none,1239,73,0,2970149,4231232,1261083,42.46
2022,2,poultry,broiler,semi-intensive,1898,8,Jigawa,need-to-build,wooden,2178,2,1987920,43119,16472,8.3,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,low,none,2011,59,0,3507012,7700170,4193157,119.56
2022,12,poultry,layer,deep litter,1368,7,Jigawa,need-to-build,steel-structure,1487,3,1326227,58443,11735,8.2,standard,LaSota + Gumboro (IBD),weekly,high,high,none,1303,42,0,3856288,1846061,-2010227,-52.13
2022,2,poultry,layer,battery cage,1574,3,Jigawa,need-to-build,wooden,2036,2,1372543,8447,3958,11.5,minimal,LaSota (Newcastle),monthly,high,high,none,1614,69,0,2686457,1441745,-1244712,-46.33
2022,6,cattle,beef,mixed,80,13,Jigawa,existing,existing,85,3,5878330,66548,33673,0.6,standard,CBPP + FMD (Foot & Mouth),quarterly,low,high,regular,1838,0,0,6034292,36539440,30505148,505.53
2022,11,cattle,beef,mixed,90,7,Jigawa,not-required,existing,102,2,7464371,38230,40017,2.2,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,medium,none,2538,0,0,7660676,55848690,48188014,629.03
2022,4,poultry,broiler,deep litter,1709,7,Kaduna,existing,existing,2148,1,1776307,20026,17929,10.3,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,medium,none,2011,66,0,2493555,6782179,4288624,171.99
2022,12,poultry,broiler,deep litter,1172,8,Kaduna,need-to-build,block-concrete,1240,3,1121196,28630,13619,11.9,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,low,none,1354,62,0,2680341,3075706,395365,14.75
2022,9,poultry,layer,deep litter,1790,6,Kaduna,need-to-build,steel-structure,1895,1,1447738,33366,21277,7.3,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,medium,none,1279,67,0,4500431,3335253,-1165177,-25.89
2022,11,poultry,layer,deep litter,1439,4,Kaduna,need-to-build,block-concrete,1719,1,930869,58853,6399,11.2,minimal,LaSota (Newcastle),monthly,high,high,none,1118,75,0,2623457,1916748,-706709,-26.94
2022,10,cattle,beef,intensive,9,9,Kaduna,existing,existing,10,3,559896,160513,27937,3.2,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,high,occasional,1972,0,0,760767,4295016,3534249,464.56
2022,11,cattle,beef,mixed,88,20,Kaduna,need-to-build,wooden,103,0,2060509,114438,36914,1.1,minimal,CBPP vaccine only,monthly,high,medium,occasional,1715,0,0,4606700,37314970,32708270,710.02
2022,10,poultry,broiler,deep litter,1676,11,Kano,existing,existing,2132,3,1514592,30837,14522,6.3,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,high,none,1166,33,0,2328028,4028421,1700393,73.04
2022,9,poultry,broiler,extensive,1188,10,Kano,need-to-build,wooden,1422,4,1014849,50801,16187,10.2,basic,LaSota (Newcastle),monthly,high,low,none,1837,40,0,2136401,4311463,2175062,101.81
2022,2,poultry,layer,deep litter,1186,9,Kano,need-to-build,wooden,1534,0,828384,16716,14337,2.4,basic,LaSota (Newcastle),quarterly,high,low,none,1938,32,0,1728348,1666852,-61496,-3.56
2022,9,poultry,layer,extensive,1985,12,Kano,existing,existing,2328,1,2074126,35284,18905,4.3,standard,LaSota + Gumboro (IBD),monthly,high,low,none,1740,51,0,2789082,5812914,3023832,108.42
2022,12,cattle,beef,mixed,31,9,Kano,not-required,existing,36,0,866166,64162,34251,1.8,standard,CBPP + FMD (Foot & Mouth),quarterly,medium,high,regular,2967,0,0,984699,22580354,21595654,2193.12
2022,4,cattle,beef,extensive,14,23,Kano,need-to-build,block-concrete,17,3,367414,87168,38188,4.1,standard,CBPP + FMD (Foot & Mouth),monthly,low,high,regular,2487,0,0,1111601,8347616,7236015,650.95
2022,3,poultry,broiler,semi-intensive,1346,12,Katsina,existing,existing,1664,2,1218373,34868,6076,7.2,basic,LaSota (Newcastle),weekly,high,high,none,1907,45,0,1787164,5240424,3453259,193.23
2022,7,poultry,broiler,semi-intensive,305,10,Katsina,existing,existing,378,4,230614,12972,21526,5.5,minimal,LaSota (Newcastle),quarterly,low,low,none,1862,37,0,333910,1180685,846775,253.59
2022,5,poultry,layer,extensive,1999,3,Katsina,existing,existing,2342,1,2022588,38880,19402,6.8,minimal,LaSota (Newcastle),weekly,medium,low,none,1162,46,0,2636912,1285517,-1351395,-51.25
2022,5,poultry,layer,battery cage,701,8,Katsina,existing,existing,825,2,644390,49242,14113,9.9,standard,LaSota + Gumboro (IBD),quarterly,low,low,none,1969,49,0,849885,1237938,388053,45.66
2022,5,cattle,beef,mixed,21,10,Katsina,need-to-build,steel-structure,24,2,1360316,163448,29858,0.8,minimal,CBPP vaccine only,quarterly,high,high,none,1756,0,0,2616462,9145248,6528786,249.53
2022,12,cattle,beef,mixed,41,14,Katsina,need-to-build,steel-structure,42,1,3028270,159469,19290,2.2,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,medium,medium,occasional,1865,0,0,5314255,18695692,13381437,251.8
2022,2,poultry,broiler,battery cage,1228,2,Kebbi,existing,existing,1497,2,1022498,53679,22624,7.1,minimal,LaSota (Newcastle),quarterly,low,low,none,1499,54,0,1301136,3762170,2461034,189.14
2022,8,poultry,broiler,deep litter,880,2,Kebbi,existing,existing,1097,0,819144,47217,7739,8.9,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,high,none,1822,74,0,1167703,3213454,2045751,175.19
2022,9,poultry,layer,battery cage,408,3,Kebbi,need-to-build,wooden,491,4,255307,34043,6210,4.9,minimal,LaSota (Newcastle),quarterly,medium,low,none,2059,46,0,609981,267726,-342256,-56.11
2022,9,poultry,layer,semi-intensive,592,5,Kebbi,existing,existing,758,4,612162,56518,22561,5.3,minimal,LaSota (Newcastle),monthly,medium,medium,none,1593,71,0,870309,995108,124798,14.34
2022,10,cattle,beef,extensive,47,15,Kebbi,need-to-build,wooden,49,0,3034897,79223,5327,2.4,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,medium,low,regular,2067,0,0,4435229,23704356,19269127,434.46
2022,9,cattle,beef,intensive,89,14,Kebbi,existing,existing,91,3,3165248,83088,11413,2.7,basic,CBPP vaccine only,monthly,low,medium,none,2718,0,0,3294300,58842662,55548362,1686.2
2022,8,poultry,broiler,extensive,61,7,Kogi,existing,existing,64,0,37867,28810,18099,3.1,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,medium,none,1988,38,0,103496,258519,155023,149.79
2022,8,poultry,broiler,extensive,1688,12,Kogi,existing,existing,1754,2,1632706,29086,17727,9.3,standard,LaSota + Gumboro (IBD),weekly,medium,medium,none,1825,68,0,2264512,6147029,3882517,171.45
2022,2,poultry,layer,deep litter,1621,12,Kogi,existing,existing,1857,0,1235359,58971,17964,8.5,minimal,LaSota (Newcastle),weekly,low,medium,none,1510,44,0,1643445,3915688,2272243,138.26
2022,7,poultry,layer,battery cage,560,6,Kogi,existing,existing,677,2,401924,50894,6789,11.9,basic,LaSota (Newcastle),quarterly,low,high,none,1789,67,0,551877,991654,439777,79.69
2022,9,cattle,beef,intensive,34,9,Kogi,existing,existing,34,3,2820022,156768,19984,0.7,basic,CBPP vaccine only,weekly,high,high,regular,2384,0,0,3019151,20122152,17103001,566.48
2022,1,cattle,beef,mixed,34,13,Kogi,need-to-build,block-concrete,43,3,1507040,27664,8880,0.8,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,medium,regular,1952,0,0,3067576,16459264,13391688,436.56
2022,12,poultry,broiler,battery cage,133,2,Kwara,existing,existing,147,2,109448,55448,4764,3.3,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,low,none,1254,74,0,224344,354812,130468,58.16
2022,5,poultry,broiler,battery cage,728,7,Kwara,need-to-build,steel-structure,756,4,564844,42064,7030,6.8,minimal,LaSota (Newcastle),weekly,high,low,none,1458,71,0,1917466,2176344,258878,13.5
2022,12,poultry,layer,battery cage,445,9,Kwara,existing,existing,465,0,396814,23986,12507,11.4,minimal,LaSota (Newcastle),weekly,high,high,none,1845,55,0,580762,975818,395056,68.02
2022,3,poultry,layer,semi-intensive,1875,10,Kwara,need-to-build,block-concrete,2319,3,1231679,30965,12685,7.9,basic,LaSota (Newcastle),monthly,high,high,none,1601,74,0,3509729,6389438,2879708,82.05
2022,3,cattle,beef,mixed,12,12,Kwara,not-required,existing,13,3,618598,95617,7649,3.2,standard,CBPP + FMD (Foot & Mouth),quarterly,low,medium,none,2079,0,0,729313,6037416,5308103,727.82
2022,9,cattle,beef,intensive,5,11,Kwara,not-required,existing,6,1,78277,156699,23021,3.8,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,medium,none,2192,0,0,264069,2635880,2371811,898.18
2022,5,poultry,broiler,semi-intensive,1180,3,Lagos,existing,existing,1275,1,956663,11802,6530,1.5,standard,LaSota + Gumboro (IBD),weekly,medium,high,none,1971,73,0,1383039,5039965,3656926,264.41
2022,1,poultry,broiler,deep litter,1378,7,Lagos,need-to-build,block-concrete,1785,0,1590599,25052,6188,11.4,basic,LaSota (Newcastle),weekly,high,low,none,1986,44,0,3444106,5334391,1890285,54.88
2022,11,poultry,layer,semi-intensive,411,6,Lagos,existing,existing,527,4,470910,64808,16782,8.2,minimal,LaSota (Newcastle),monthly,low,high,none,1805,62,0,664950,701774,36825,5.54
2022,5,poultry,layer,semi-intensive,467,11,Lagos,need-to-build,wooden,492,3,499869,31213,24295,3.5,basic,LaSota (Newcastle),monthly,low,medium,none,1160,39,0,935141,966655,31514,3.37
2022,3,cattle,beef,mixed,41,6,Lagos,need-to-build,wooden,46,1,2896481,54208,11427,5.0,basic,CBPP vaccine only,quarterly,medium,high,none,2059,0,0,4223005,20049512,15826507,374.77
2022,11,cattle,beef,mixed,6,9,Lagos,need-to-build,block-concrete,7,0,108934,161662,42994,1.1,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,high,none,1556,0,0,617742,2308326,1690584,273.67
2022,5,poultry,broiler,deep litter,1671,3,Nasarawa,need-to-build,steel-structure,1748,0,1381643,37534,11887,3.2,basic,LaSota (Newcastle),quarterly,high,low,none,1231,46,0,4052261,4380589,328328,8.1
2022,1,poultry,broiler,deep litter,1739,2,Nasarawa,existing,existing,1961,4,1463201,51717,5616,4.3,standard,LaSota + Gumboro (IBD),quarterly,high,low,none,2000,31,0,2199857,7322581,5122724,232.87
2022,3,poultry,layer,extensive,1456,3,Nasarawa,need-to-build,wooden,1859,0,1528362,22967,4257,3.5,standard,LaSota + Gumboro (IBD),quarterly,medium,low,none,1406,47,0,2555916,990553,-1565363,-61.24
2022,2,poultry,layer,extensive,1136,7,Nasarawa,existing,existing,1448,3,1038657,23991,19626,2.7,minimal,LaSota (Newcastle),quarterly,low,low,none,1421,35,0,1303985,1354027,50042,3.84
2022,11,cattle,beef,intensive,88,10,Nasarawa,need-to-build,wooden,99,3,6131287,163719,33620,3.0,standard,CBPP + FMD (Foot & Mouth),monthly,high,low,none,1524,0,0,8751555,32522160,23770605,271.62
2022,12,cattle,beef,intensive,54,17,Nasarawa,need-to-build,block-concrete,69,3,4413892,108602,27368,3.1,standard,CBPP + FMD (Foot & Mouth),weekly,low,medium,none,1566,0,0,6936289,20485629,13549340,195.34
2022,4,poultry,broiler,extensive,1140,10,Niger,existing,existing,1169,3,1067744,35673,18776,1.9,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,medium,none,1896,40,0,1644632,4664820,3020188,183.64
2022,6,poultry,broiler,extensive,323,3,Niger,existing,existing,376,2,322852,48719,5564,5.0,minimal,LaSota (Newcastle),weekly,low,medium,none,1536,68,0,462758,1036908,574149,124.07
2022,7,poultry,layer,battery cage,290,4,Niger,need-to-build,steel-structure,341,0,232218,11163,4873,8.7,basic,LaSota (Newcastle),weekly,low,low,none,1661,52,0,695402,275361,-420041,-60.4
2022,3,poultry,layer,deep litter,551,3,Niger,existing,existing,707,4,439095,48033,12415,10.1,minimal,LaSota (Newcastle),weekly,medium,low,none,1208,54,0,703060,401233,-301828,-42.93
2022,8,cattle,beef,mixed,6,15,Niger,existing,existing,6,1,354537,108960,11111,0.8,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,medium,medium,regular,1604,0,0,481649,2386752,1905103,395.54
2022,7,cattle,beef,mixed,44,13,Niger,need-to-build,wooden,52,2,2235109,163952,9410,5.9,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,high,medium,regular,1692,0,0,3642206,17513892,13871686,380.86
2022,4,poultry,broiler,deep litter,1722,9,Ogun,need-to-build,block-concrete,1762,3,1328844,56817,18275,10.1,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,high,none,1264,35,0,4014832,4304895,290063,7.22
2022,10,poultry,broiler,battery cage,1159,3,Ogun,existing,existing,1252,1,1259218,27707,16038,7.6,standard,LaSota + Gumboro (IBD),weekly,low,medium,none,1719,32,0,1646491,4049990,2403500,145.98
2022,10,poultry,layer,deep litter,694,3,Ogun,need-to-build,wooden,720,2,828670,38963,10449,9.3,minimal,LaSota (Newcastle),quarterly,medium,low,none,1465,47,0,1429257,443768,-985489,-68.95
2022,11,poultry,layer,deep litter,1078,4,Ogun,existing,existing,1103,4,1010883,60673,3921,9.8,minimal,LaSota (Newcastle),monthly,medium,high,none,1229,62,0,1423671,1205721,-217950,-15.31
2022,11,cattle,beef,mixed,23,11,Ogun,not-required,existing,23,4,1483978,110294,36369,6.0,minimal,CBPP vaccine only,quarterly,low,low,regular,2095,0,0,1641479,11323475,9681996,589.83
2022,5,cattle,beef,mixed,54,13,Ogun,existing,existing,54,4,4953389,117586,45377,3.8,standard,CBPP + FMD (Foot & Mouth),quarterly,medium,low,regular,1497,0,0,5158828,19441539,14282711,276.86
2022,5,poultry,broiler,semi-intensive,397,6,Ondo,existing,existing,453,0,348284,14756,7262,4.1,minimal,LaSota (Newcastle),monthly,low,medium,none,1856,42,0,430646,1554568,1123922,260.99
2022,5,poultry,broiler,extensive,131,7,Ondo,need-to-build,block-concrete,145,3,153521,17097,11680,10.4,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,low,none,1931,74,0,347070,498637,151567,43.67
2022,11,poultry,layer,deep litter,1321,12,Ondo,existing,existing,1659,1,1297679,18604,5521,8.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,1450,56,0,1713348,4052405,2339057,136.52
2022,4,poultry,layer,semi-intensive,1004,9,Ondo,need-to-build,wooden,1023,0,744608,66017,12392,3.0,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,low,none,1508,49,0,1795893,2147405,351512,19.57
2022,6,cattle,beef,intensive,40,20,Ondo,existing,existing,47,4,2148419,129844,18475,1.4,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,high,occasional,1384,0,0,2354802,13646240,11291438,479.51
2022,7,cattle,beef,intensive,32,6,Ondo,not-required,existing,34,3,2131841,36776,8463,2.0,minimal,CBPP vaccine only,monthly,medium,medium,none,2023,0,0,2191550,15860320,13668770,623.7
2022,12,poultry,broiler,semi-intensive,426,2,Osun,existing,existing,514,3,462078,19191,11269,4.8,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,low,none,1494,52,0,701363,1332968,631605,90.05
2022,3,poultry,broiler,extensive,1735,2,Osun,existing,existing,2164,0,1720697,18018,18685,8.9,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,high,none,1909,64,0,2449665,6638141,4188476,170.98
2022,12,poultry,layer,battery cage,1072,7,Osun,existing,existing,1277,3,1145171,67707,25265,3.9,standard,LaSota + Gumboro (IBD),weekly,low,medium,none,1944,59,0,1621061,2127346,506285,31.23
2022,10,poultry,layer,battery cage,910,10,Osun,existing,existing,1132,4,790955,65595,25934,5.2,minimal,LaSota (Newcastle),weekly,low,high,none,1656,31,0,1200620,1337154,136534,11.37
2022,1,cattle,beef,extensive,88,20,Osun,need-to-build,block-concrete,92,2,5223520,110274,36227,2.4,standard,CBPP + FMD (Foot & Mouth),monthly,high,low,regular,1524,0,0,9792795,32723328,22930533,234.16
2022,7,cattle,beef,mixed,60,18,Osun,need-to-build,steel-structure,61,3,4307581,179617,41845,4.0,standard,CBPP + FMD (Foot & Mouth),weekly,high,high,none,1500,0,0,8002395,21600000,13597605,169.92
